,text
13627,nice stori seduct leader cult group `` team player . '' fabul movi review said bad movi either . watchabl movi .
13628,movi best ever saw funni cute sexi good joke excel line learn go buy watch friend bring enjoy ty
13629,"fun movi , deep . great see sinatra vocal best . glad rent n't buy though ."
13630,"mr. luca , pleas releas follow : origin trilog - origin theatric cut dvd blu ray . remast , clean , whatev , anamorph etc . thank , fan ( left )"
13631,"could n't help , . grew . good stori , good song ."
13632,"like see actor begin career , star , one show young clint eastwood ."
13633,anoth underwat monster movi . 'robocop 's ' peter weller . good special affect cast . must see go scuba dive
13634,"never got chanc see highschool , rage back . 's everybodi enjoy ."
13635,realli good old western buff like comedi . 's academi materi funni .
13636,cool movi say 's de niro . good action movi past .
13637,"expect like sinc bbc , found act inadequ flow choppi ."
13638,bought dvd hope would origni music sound track person sang sung `` hear dream '' .
13639,"spite interest modigliani , could n't get movi . quit third way ."
13640,watch classic first time ... annual event
13641,like stori . stone took liberti fact . brought back sad time histori .
13642,spent minut ps2 control watch phantom menac ... thought game ! kid . movi horribl . nuff said .
13643,"well , stir even though mani unbeliev plot devic strain credibl ."
13644,"movi scare everi time watch , especi 's reveal realli behind attack . must watch ."
13645,truli one best movi ever made . definit worth time 's messag timeless .
13646,"favorit movi quot : sometim 's girl got left stone cold bitch , n't get better !"
13647,quintessenti stori political-author hunter s. thompson motorcycl race mint la vega ... twist adult-mind matt blevin
13648,"like movi . great drama . anniversari still great tell great stori base real chaplin , greatli ."
13649,thought american seri realiz n't still thought might good minut could n't even connect enough enjoy british seri
13650,thought would includ concert show ed sullivan show interest expect .
13651,watch movi good must must see film enjoy !
13652,"good job take book luke , studi . ton research live time jesu . good cast movi ."
13653,anoth classic teenag film . watch kid amaz . watch bring back those memori .
13654,"want watch origin version new version air . n't expect great , realli enjoy !"
13655,"learn appreci we anderson , n't even realiz film almost realli enjoy !"
13656,longer thought fill charact person gave someth special would suggest give tri
13657,"entertain , mostli virtu see young version x-men might look also special effect . great moral messag thin plot ."
13658,son favorit movi littl boy watch .
13659,sequel take thing way silli spoofi . seem like took seri direct nake gun seri tri make funnier .
13660,great movi watch fun actor watch ever want watch
13661,disappoint stori ... lack x-men action charact develop ! movi could made televis releas good movi !
13662,would reccommend old movi fan time sit watch old movi
13663,"horribl ! extrem violent , foul languag , joan made look like nut case . . . horribl product !"
13664,"best indiana jone long-shot , still much better 4th one . stick last crusad raider lost ark . bad movi , n't get full recommend ."
13665,"nice movi famili watch get feel jame bond storylin . 's fanci gadget , pretti gal , disguis , explos ... bad guy 's bit scari ."
13666,"troubl , peopl think satir . 's propaganda trick known `` poison well . '' , tell truth manner one believ ."
13667,"strang movi . found kind bore though . could 2.5 , would ."
13668,copi movi mar bad sound lost patienc quit watch .
13669,"love ' b ' movi one badli perform got kind silli . howev , kind fun 'cheez ' factor : )"
13670,"realli great movi ! ! would definit recommend one . came us quickli , sooner expect ."
13671,"amazon prime pull `` unlimit stream '' halfway film . think start watch film pretens 's free , honor finish ."
13672,great full laughter watch time hope yall great day today ty bye
13673,sorri pierc ..... lost one . thought older version interest .
13674,'s wonder life two-disc collector 's set great addit christma dvd collect ! 'm glad purchas .
13675,"great , like ad cgi . 's realli fake cheesi look . especi scene jabba 's place ; 's overkil . watch star war pixar film ? still definit desir theatric version releas ."
13676,good qualiti definit sinc take place number rainy/dark environ hdr featur n't notic . worth price $ 30.00 opinion
13677,reciev . case cheapli made that concern . bluray transfer look fantast 4k tv . play perfectli ps4 anyon question . happi
13678,"last action hero , amaz ! love action pack , exhilar movi live heart forev ! !"
13679,"first movi realli good , second one leav lot desir ."
13680,good except word bottom screen . kind distract
13681,origin better . 've seen wors movi . 'm tire hollywood 's complet lack origin film .
13682,slow nonsens . expect someth like `` bell st . mari . '' n't . disappoint .
13683,video kinda interest could sum minut . 's repetiti
13684,wonder partnership talent updat version african queen . love verbal jab duel . well ! definit keeper !
13685,child would n't like sesam street charact ? eight month old love watch . lot bright color . love .
13686,"fun watch . actual forgot tim thomersom . helen hunt babi . ca n't compar special effect today , fun see regardless ."
13687,"first time came , ride high countri , flaw , would make freez scene . replac froze scene pat garret billi kid ."
13688,nice product . strongli recommend love . happi good .
13689,love movi . well made held interest begin end .
13690,said xanadu fun movi set ador girl nice g movi still around n't horribl dumb affair .
13691,"film blew away first came theater . tension , suspens , soundtrack ... powder keg action grind away seem meld hitchcock , tarantino , bit peckinpah delight blast !"
13692,"one america 's finest western novel turn pretti good pictur . make experi complet , read paso por aqui first . mccrea good alway marri co-star boot ."
13693,bought gift `` secret santa '' . idea recipi think . hope disappoint .
13694,ca n't recommend anyon seriou sci fi . 's amateurish silli need re-releas dvd/stream movi format .
13695,"classic movi , could star back languag develop interperson relationship ."
13696,bore . constant talk one femal actor much . turn minut . interest finish watch
13697,"unopen readi watch ! never issu dvd/bluray bought amazon , n't expect !"
13698,"bit smaltzi today , fitzgerald crosbi make . nice inspir messag without preachi . also get bell st mari 's companion movi ."
13699,"got item realli quik , work great video good qualiti . box new never use ! love seri !"
13700,"nice movi , feel good typic time period . recommend like see sophia loren look good alway ."
13701,twist turn plot keep edg seat - start slow jump action quickli
13702,"peopl may like movi , like ralph fienn , n't care movi ."
13703,show talk town fist air . alway classic .
13704,purchas one grandson . also purchas lilo & stitch dvd grandson love .
13705,classic ... love humor without need use vulgar constantli seen mani movi today .
13706,"excel comedi , mysteri , `` maltes falcon '' fun . great famili view requir minor oversight ."
13707,john wayn john ford - classic western great act usual wayn
13708,watch end bore . film n't due much cure boredom . b-rate act plot way .
13709,"hollywood stereotyp tri relev . howevev barrymor , crain water give solid perform . 's color folk glad see anyth black charact ."
13710,troubl get play blu ray devic . keep work . suspect devic3 film .
13711,"creatur black lagoon near masterpiec . 's bad , , reveng creatur creatur walk among us cut . still , worth own creatur black lagoon ."
13712,noth could better master western john wayn ( rooster cogburn ) alway ladi kathrin hepburn . perfect accent .
13713,"christma stapl . bring back mani memori childhood , especi ralphi bundl layer upon layer warm cloth could n't move . good time ."
13714,"knee-slappingli funni pre-cgi visual effect . great cast : ever-wooden heston , stun young bujold , wear leather suit , richard roundtre african american lo angel ."
13715,"film depress mani level . howev , worth view clearli show live one famili seed destruct built corrupt system ."
13716,bore limp half-heart attempt romant screwbal comedi n't work level . god know meg ryan cute enough take
13717,"ca n't say hate , fell asleep tv ... n't think 'll give second chanc ."
13718,"terribl documentari . know 's old , sometim garbag need thrown . expect . yuck !"
13719,"'m pretti easi go thin plot old western , one dumb get ! ! ! mayb gave soon , sure n't see help come ."
13720,"hard follow . love uma movi . one , n't finish watch fall asleep , mayb , halfway ."
13721,anoth dark gloomi dick traci movi . coupl cliffhang serial lighter fun .
13722,"sure great book elmor leonard could bad movi , especi leonard co-wrot screenplay ."
13723,purchas gift friend n't seen year crazi actor . fun movi !
13724,"entir movi , except song , korean . english . return refund ."
13725,'ve watch around holiday sinc littl kid play grand kid . great classic
13726,"swashbuckl romanc , stori entertain qualiti video degrad terribl ."
13727,"ye - hero sing rock-n-rol ballad , agent reckless drunk driver , gila monster larg . fun show mst3k ."
13728,show better averag suspens thriller dialogu main actor person wear viewer .
13729,"disc work . 'd love review , disc receiv wo n't play ."
13730,bet bad probabl think . trust ... like ... mayb .
13731,"mani movi compar book , 'd say one give book run ' money . classic one miss reader sure read book ."
13732,rememb last saw year ago . blu-ray certainli enhanc pictur .
13733,"rather disappoint movi . fan sherlock holm mysteri , expect . perhap fault care read descript ."
13734,well -act dark time histori . use psycholog paper wrote
13735,'s like classic drama . drama dino dino look sick plastic toy !
13736,ca n't believ 's year sinc 've seen movi theater . neil 's music timeless ... wo n't wait anoth 30-year see !
13737,love movi n't home collect add . great qualiti given way play .
13738,"film one best soundtrack 've ever heard visual 's like pull vortex wonder light effect act great , love film ."
13739,"one favorit , classic , thanksgiv movi . watch everi year big laugh everi time ."
13740,"love movi , version full screen , widescreen . worthless almost everyon widescreen tv ."
13741,review dvd qualiti absolut terribl . bad realli well done interest film deserv decent dvd transfer !
13742,"bad movi ' time , suspens scari kind creepi . entertain modern day effect come far"
13743,"music score great , anthoni hopkin spectacular , mel gibson gave customari eye glaze , stupefi tranc perform , island scene obvious looney director wet dream polynesian femal teen look like ."
13744,ice-t star stori homeless man recruit wilder chase group headhunt .
13745,late dudley moor hire anoth director 2nd instal ! like dudley liza minnelli made movi toler .
13746,long slow move . went bed husband stay watch end . guess mastermind told right . movi us
13747,great movi disc defect . tri sever time - suddenli freez near begin part .
13748,definit took surpris .... said impress twist got figur .... yeah n't caus exact thinker . deff recommend
13749,"jean claud best , give audienc want see - great fight scene . stori predict , care ? good movi jean claud fan ."
13750,best film . later read fight made movi . show
13751,movi well done . question . tri watch found depress stop watch . enough neg life without ad .
13752,"watch movi , rememb 's satir 80 . think film term comedi , albeit dark one , 's much better ."
13753,"want thsi movi excit , funni , often use demo home surround sound system ."
13754,"movi great deserv full hd treatment new transfer . one soft detail , mention 4x5 aspect ratio ."
13755,funni thought littl .
13756,enjoy movi show cc avail turn would never come screen .
13757,recent watch one amazon . power today first time watch .
13758,larg fan patsi cline 's music . purchas dvd felt jessica lang marvel job depict patsi 's career tragic death . worth price .
13759,fun movi see year . date might hope
13760,"movi pretti good , funni john candi movi . hard beat uncl buck though ."
13761,repeat `` titl '' function avail case alot blu ray dvd . opinion user conveni aspect releas .
13762,"bad . decent product valu , act adequ . n't watch 're expect marilyn chamber porn star . attempt get `` legitim '' film , much like linnea quigley traci lord . enough blood gut ."
13763,got gift niec like ! anyth watch like plu book . good qualiti fun watch !
13764,"realli good film , still disturb year , 's noth like film sinc , mani copycat ."
13765,interest excit . good stori bill pullman alway great . definit scari subject . worth watch .
13766,"great movi great price , especi consid 's blu-ray , come page hard cover booklet color . definit recommend ."
13767,watch movi younger happi see list . typic monster movi transpar prop monster fun getaway earlier monster movi
13768,final watch mani year hear . good movi . like dogma jay silent bob strike back better .
13769,pretti decent movi - action pack sure - never saw cabl channel becam interest own copi .
13770,frank great great one liner . plot seem drag bit sever scene role eye `` desper men would worri ? '' . enjoy movi overal .
13771,true stori courag perserver end well . hors lover see one ! ! ! !
13772,kid enjoy movi 'm glad like someth watch child .
13773,"'re hardcor classic zilla fan , 'll like . anyon n't watch begin second thought relationship , saniti !"
13774,"movi prior civil right movement , alway struggl type equal . good movi ."
13775,film big disappoint person . joan crawford much attent grab role movi one . opinion . think joan crawford perfect acct subsequ film .
13776,"sad , thought provkng stori testament human spirit , strength frailti .. worth watch ."
13777,great stori . differ novel . n't movi digit remast ? look like watch old vh .
13778,"probabl year old drove model jeep , color , movi hit theater . realli freak . fun watch ."
13779,"littl racey , movi littl depth plot . like much ."
13780,"like older movi .. take awhil pick speed .. give one min .. reali get good .. stori littl odd .. , good overal .. bogart good .. tell fun movi .. paul"
13781,love movi . download kindl . would defin buy movi julia robert !
13782,enjoy watch movi opinion 's way better remak edit one best transfer n't get total recal n't mind bend edit top trust
13783,great perform harrison ford annett ben . predict stori drag surpris hand neil simon director .
13784,"watch minut corni , could n't take . mayb 's good plot n't watch find ."
13785,yo watch ! realli like cast newer version like mysteri incorpor . need make !
13786,love hilari movi hilari cast . amaz turn beauti .
13787,fan 'stranger thing ' see mani trope use much effect origin movi like one 's . fun fare . great practic effect old stan winston special fx crew .
13788,"never could watch movi way , 1st releas walk half"
13789,charm rememb year ago . howev tad gentl current gener use crash bang present . realli bad engag present .
13790,"product came advertis mint condit . overal , satisfi would purchas seller ."
13791,huge fan madonna howev movi make sens suppos comedi found comedi . bore movi ever !
13792,"collect ok coupl good movi , die-hard wayn fan would watch anyth . 's case , good buy ."
13793,piec great act realli nice stori littl girl scott realli cute .
13794,hope might someth valu n't find . stick origin donald sutherland remak .
13795,good origin movi . still entertain . forgot amount profan tow .
13796,horribl transfer .... well ... ( wb ) n't work .... fine ... done splendid job mani new releas ... one like work done ... sell $ ... $ ... imho .
13797,dont bye movi till part come never buy till part come
13798,classic kubrick . somewhat unpolish definit fun . charact could use develop . color version would nice edit .
13799,"poor b grade movi . act , stori , special effect made want watch whole movi ."
13800,"decent movi mood watch older scienc fiction movi ,"
13801,"action , gun , death , fight 's right ! ca n't beat , one sylvest stallon 's best movi , begin seri"
13802,great movi life south 's . wonder exampl relationship among peopl age color .
13803,"good audio video . neg special featur . two , john ford home movi last minut movi trailer last half minut ."
13804,"happi product transact , would busi ! thank"
13805,enjoy movi . enjoy watch adventur ann frank taken away concentr camp .
13806,"good movi genr , good script , act well put togeth . move along good pace n't drag ."
13807,"arnold 's perform embodi everyth 's - look tough , lot action , best : hero & nobodi stop !"
13808,dive dawn well made movi . premis good act worst ! .
13809,feel older movi transfer vh even dvd bluray superior pictur sound qualiti ! !
13810,horror flick -- -- take figur 's . worth look time `` kill '' !
13811,n't seen n't know 've . n't like better stay . great movi .
13812,"excel cast gener actual fought war . babi boomer recogn cast . way , present documentari format good action charact develop ."
13813,movi rememb childhood serv great extra . love .
13814,scene german gener sing `` tank song '' make want join panzerli .
13815,"cute idea movi , low qualiti movi pronounc overli play sexual content cuss ..."
13816,watch ten minut . pretti poor ... love tv seri . might ok pre-teen .
13817,aussi outback come age .. trial kid terribl hormon rush chang everyth life . interest watch 's . interest perspect differ cultur aspect .
13818,im supris somebodi new line cinema n't get ice make film . real ! ! ! ! ! . guess elit know mass wo n't even watch .
13819,"ye happi action bibl song , thank , grand daughter love three dvd 's thank-you cedarmont kid"
13820,"pleasant watch , charact talk women derogatori manner project much ."
13821,"topic seriou scari , movi funni . johnni depp great . would recommend movi friend famili ."
13822,classic time . one best movi ever made . steven spielberg master film make .
13823,"okay . alway look info . guess dreamer . howev , good read ."
13824,"probabl self-deconstruct film time ( someth literari film student could blast ) -- plu , action-pack full laugh . winner !"
13825,"okay watch due mediocr plot involv crime mysteri buri treasur mix ghoul-lik monster . jeffrey coomb , ashley laurenc , vincent schiavelli make better act n't obviou 're paycheck ."
13826,least bonu disc . take queue blade runner give viewer option choos like best ? !
13827,meh . euro-centr humor . love fli enamor pre world war aviat benni hill may find entertain . watch gave dvd away .
13828,"heartwarm , life-affirm , move ... excel explan fraction reserv bank ! color version well done make nice variat , though origin black-and-whit includ , ."
13829,"interest film memor one . would fall flat without support charact , especi barri fitzgerald ."
13830,"good , good , love movi , would recomend , love debbi allen movi idel boat , everyon see"
13831,hugh grant usual british self movi robert break stiff upper lip . good move snowi raini afternoon .
13832,"anyon els troubl prime stream ? use roku netflix work almost flawlessli . amazon prime , howev , complet bug whenev tri paus replay movi ."
13833,"like movi , gave away , would let children watch ."
13834,get origin releas blu-ray 3d nightmar christma shown pictur . receiv second releas box crack extent .
13835,"watch , digit copi - annoy day age ."
13836,"movi plain fun entir famili , especi familuar disney genr . dvd plenti extra fun stuff kid well . well worth price !"
13837,older movi actual saw . howev entertain first time saw enjoy .
13838,like suspens 'm sure end . left mani question . surpris graffic natur 's movi .
13839,children like . young adult . woul say age group enjoy . mom dad 's let littl see .
13840,"kept viewer edg seat ! scene somewhat unrealist , overal , good movi !"
13841,"dolor claiborn , great movi kathi bate , seen thought would like ,"
13842,great job bring back great cinematographi classic . end differ rememb origin one .
13843,wonder aci shiw walk star gate world . fight evil technolog advanc warlord make excit .
13844,"paul newman alway good actor . sulli issu , best address see fit . entertain ."
13845,love movi order english version . sent german . day n't good copi .
13846,although dvd appear homemad qualiti good . movi entertain quit well done . act excel .
13847,"movi quit funni , humour start die first half hour . mean , mani stonner joke . someth would buy , rent ."
13848,"rememb better kid . love main actor , mickri routk dermot muroney !"
13849,age catcher sent a-bal mentor pitcher million dollar arm nickl head . love-triangl form . engag stori qualiti dialog . fun .
13850,"stori slow bore , much talk , enough action . good nap . n't wast time . suggest spend hour life watch movi ."
13851,someth age . strong biblic messag strong biblic fact . bless life .
13852,"come , need anoth rave review `` anni '' ? movi buff know movi true classic . sound track worth price ."
13853,love movi . great movi great act . dare watch love !
13854,un-edit version complet better us version . bring real stori stripteas without low class .
13855,"one favorit movi . charact , interact friendship make movi dear . love , love , love roommat !"
13856,"oliv stone manag creat quilt lunaci , fantasi , fact , downright lie . anyon come away think saw fact regard jfk murder , actual fool . n't wast anytim tripe ."
13857,perhap past time . found attempt comedi bit tire bore . disappoint entir film .
13858,version movi lot extra . qualiti better expect . n't version - get !
13859,must anyon like spoof horror movi ( `` saturday 14th '' `` haunt honeymoon '' `` transylvania 6-5000 '' ) renfield steal show .
13860,improb entertain enough watch . vulgar part care kid .
13861,"watch movi . love hero . start good , middl great , end worth ."
13862,"one clint 's better film . bought think someth els , 'll probabl sell give away ."
13863,"good 80 movi , love , life , good time etc good b movi"
13864,"oh joy . watch adult bicker hour half , wait ! 's spice cheap insult shallow charact ! !"
13865,rent movi love . bought dumber thought . easili forgot regret buy movi
13866,review n't receiv product review realli given- william
13867,"unknown reason never watch movi past . mistak , great flick well worth see"
13868,"storylin cup tea . concept ridicul kept get wors . act passabl , much . happi see end . cup tea ."
13869,"although interest sequenc , preachi disagre polit stanc push . got bore n't watch end ."
13870,movi lot one liner first cheesi
13871,good qualiti good move . glad see blu-ray . stori bit stretch fun none less .
13872,"littl date , fun watch young dan aykroyd , eddi murphi , jami lee curti ."
13873,"`` master hd '' dub bayview/widowmak ( public-domain dvd purveyor retromedia ) offer ol ' 16mm print . alreadi titl sourc , n't wast money one ."
13874,get play . show disc error . miss deadlin return would .
13875,spawn satan lawyer . hell surpris ? fun ride & al great .
13876,"like blue - danc -fun - romanc danc + tap freelanc style , 've seen ..."
13877,good job stori . interest see ny time .
13878,"movi suck , hell non-breakdanc like lama cast ? ca n't b-boy save life . pleas save money time avoid complet turkey ."
13879,sure say ... top best thing 'll say movi . acting- b dialouge- b music- c plot- b go !
13880,"like jame stewart like one . real thriller watch , one might want add collect ."
13881,"watch famili trip gettysburg , great . made us curiou , want watch movi histori gettysburg , movi snoozefest ."
13882,"enjoy war movi , might want add one collect . 's main reason bought ."
13883,"like movi , actor movi could put littl action movi"
13884,show worth view . john candi n't top like usual . tom hank tom hank . alway good act job . color good mat widescreen . c6
13885,"outstand film . wayn hard time get film made . show special effect . besid flaw , outstand film . georg takai perform outstand ."
13886,"time period releas , find incred eeri , suspens , forward think . davi deliv solid perform -- creat omin cloud surround mysteri link loom within wood"
13887,"star movi . star region a/1 releas . hope region a/1 releas soon upgrad rate match movi ,"
13888,well done remak agatha christi classic . seen origin n't much dunnit perform believ . thought cast stori good .
13889,"highli recommend ! movi mani good part , n't know start . definit worth watch !"
13890,close return except new plotlin descent film movi bad side michael myer still good slasher movi though .
13891,"birthday present nephew ! ! birthday present nephew ! ! birthday present nephew ! ( sinc , huge star war fan ) : -d"
13892,"good , solid classic film . well act . good stori . predict , movi , hold interest throughout . saw origin came , glad watch ."
13893,"even bargain-bas price , rip-off . hodge-podg long discredit contacte claim ( adamski , stecker , et al ) ufo footag thrown . technic qualiti even poorer content . buy book instead ."
13894,bond still enjoy movi even edit first version still
13895,look like anoth scari alien thriller movi . expect x-file . think tv seri better .
13896,love idea everi one want know got movi love love love love
13897,british lawyer wife rule . 's fat funni english judg give hard time.h seam come win day . great fun
13898,seen realli like war movi u peter
13899,show use watch younger . nice addit dvd collect .
13900,movi fine except two glitch . overal enjoy watch dec.
13901,kept stop reload kept say tri later . n't abl watch movi . wast money .
13902,"seen tv version like . howev , one lot graphic violenc , nuditi . read book . good end perform dolph lundgren ."
13903,classic enjoy today first time saw .
13904,alway fascin chaplin robert downey jr awesom job ! !
13905,"john wayn fan , enjoy anoth one great movi . would recommend everyon enjoy movi ."
13906,give movi anymor time . say movi total ridicul . watch whole movi see train wreck end . pass !
13907,graphic depict close love scene true stori japan wwii surpris twist .
13908,noth say got collect noth els say dvd replac vh tape
13909,enjoy watch movi childhood scifi movi still great plot
13910,demi moor time extrem tone bodi must hone gym . display great advantag audienc appreci . know move !
13911,"hope see third film , base two , know work . meanwhil , ... film still great !"
13912,"oooh . great seri , would probabl look better small rca 1980 tv . big screen hd requir littl tweak releas , guy . get pleas thank !"
13913,roddi macdowal brilliant campi peter vincent chri sarandon vampir jerri dandridg ( ye colin farrrel good job ) great makeup great movi .
13914,"hitch 's finest bit slow mark , terrif third act ."
13915,watch origin american version remak n't cut . look forward version all-star lineup origin next imposs beat offens georg kennedi .
13916,"love movi , tire rent wait tv . watch choos ."
13917,"classic piec origin crew crisp , clear , high qualiti hd ! say . origin crew made star trek , great ."
13918,1970 look content cinematographi . slightli interest histor perspect overal bad movi .
13919,wonder movi date night seen . richard gere julia robert realli ignit passion screen portray interest relationship well
13920,"el servicio del vendedor aunqu tuve contacto con el fue bueno , con su fecha de entrega , calidad del producto . ahora bien la pelicula tien un argumento de muy poco inter ."
13921,"great movi great qualiti . never experienc thrill , see cult follow come . highli recommend movi night day afternoon wast good flick ."
13922,"first one funnier far . plot element zani gag use , somewhat less skill first . good enough chuckl relax even ."
13923,"jumanji moment , might well tape cabl . robin william probabl embarrass film , although 's entir fault . film drag , charact stick figur . almost dread ."
13924,"interest idea go back time . tri chang histori . person think , kirk dougla 's decis made somewhat tricki explain aircraft carrier could miss sea ."
13925,watch teenag kid . like age appropri . good movi rememb kid
13926,feel good movi . juli robert best . watch multipl time never get old .
13927,"john wayn western theme 's , 's 's . great storilin , one best director ever - everyth touch golden , best action adventur actor ever !"
13928,wonder movi good made .
13929,film horribl . like focu could see face plainli . tri
13930,got drunk watch n't rememb much .
13931,love watch movi mean inspir one definit one . movi recommend dear person . recommend everyon .
13932,"two movi wast time . 'palm spring weekend ' dud 'susan slade ' n't much better . 'rome adventur ' 'parrish ' made purchas worth . given choic , would buy latter two separ ."
13933,"pierc brosnan fan purchas dvd . movi okay , would recommend ."
13934,", 's disney , need say ? good famili entertain . fun movi . classic fashion , today 's overr form . oh , got ta like music also , one ."
13935,"rememb metallica 's one video never saw actual movi . interest concept perspect . watch ,"
13936,wonder play turn great movi ! suspens build scene scene . surpris end ! watch till end credit
13937,"vivid scene made big impress . fifti year later , act dramaturgi seem stiff newspap soap-opera comic . watch ."
13938,"bought watch famili near christma . love anim , charact , stori . got ta love christma classic anim good ."
13939,good old day rememb young love look speed even one
13940,"let big time movi . poorli written , poorli direct , ridicul plot . criterion made mistak releas movi ."
13941,"know word mari osmond , optimist . saccharin , poorli act movi ."
13942,pretti good . somewhat slow move nice special effect year old movi . good act everyon . decent end .
13943,littl far confus plot . expect much better cohes movi . 'm big lee marvin fan movi n't .
13944,"extrem slow move plot , hard follow go . bad acting/direct around . good charact tommi lee ."
13945,fun ! outsmart old geiser cheater ! n't like liar enjoy ! karma~
13946,ca n't believ watch grandkid . enjoy - high school n't chang much - still get label .
13947,bizarr like nazi 's especi gestapo ? guess time cut edg today 's standard film make old .
13948,"one favorit movi . well done , good act drama , good plot lot laugh ! woodi harrelson great ."
13949,classic movi seen sevar time still enjoy watch time time . anoth great movi .
13950,kid love ti movi .. adult thought realli n't rememb adult joke ... movi still mad laugh
13951,seri biblic film realli quit good . total accur scriptur present good .
13952,action slow film ... bad flick stay
13953,"drag . bad . kind want bail 2/3 way , though . dark visual -- kind hard see ."
13954,"noth movi -- peopl , on-screen charact , town , depress -- seem interest allen enough nod direct . miss farrow inhabit vacuou charact fulli ."
13955,seem rehash stuff . often thought alreadi seen episod watch .
13956,"love remak fli . great creativ idea . two lead spectacular , goldblum davi . direct brilliant david cronenberg ."
13957,sister ask buy 's ... 'd probabl give star rate
13958,love cher liam neeson ... movi dull ... bought probabl wo n't watch lot !
13959,"know famou stori , pace plod . gave minut . interest see headlin star young though ."
13960,"great stori develop spitfir . show one man dedic project . histor . highli recommend , even though audio/video date ."
13961,one realli bad . probabl wildlif great brain dead middl school boy .
13962,"old flick megan follow . act improv greatli sinc flick . love anna , green gabl ! stori line great . bet book better ."
13963,"rememb read book literatur class exampl ironi . enjoy book , movi big disappoint . plot overshadow gloomi ."
13964,time treat old film roughli sometim take away content . effect neg way still like watch old wayn movi .
13965,remeb still like movi . extra one like normal seri movi qualiti still excel .
13966,"rememb see 1980 . thought ok , see think standard must littl lower . save money time get wild bunch instead ."
13967,"classic beyond critic unless want nitpick differ novel . recreat mysteri childhood wonder , stand nearli alon histori american filmmak ."
13968,act daniel day lewi outstand . stori ! incred accomplish incred women abl make differ life taught !
13969,"daughter law love movi bought . entertain much ! oh well , good bond experi though ."
13970,"great wwii movi ! would put right classic like 'in harm way ' 'the longest day ' , also star henri fonda ."
13971,great fun dracula fan ! understand better watch bram stoker dracula origin bela l. dracula one . much funnier watch two .
13972,n't care act plot movi . felt well play . would say `` roger ebert '' would say thumb one ...
13973,"watch caus childhood movi okay , someth tell would n't watch unless kid yeah bad !"
13974,titl say bank robberi movi would 5.1 dt
13975,"order friend , boss work . love . thank great day"
13976,took bit get movi ok .. noth write home ok .. ok thank
13977,interest sequel .... good twist end . sad yet bittersweet ray pawn ring juli obtain gun go save potenti death .
13978,one movi prove teen genr worth . toni danza great father .
13979,"realli like movi , make touch . dvd recent purchas replac vh copi ..."
13980,"saw child like , like aristocat much better ."
13981,bought christma gift . pleas person gave . enjoy !
13982,"bore tale neurot phoni neurot phoni world . wast act talent photographi . music jazz scene describ subtitl `` dixieland jazz '' . , king franc ."
13983,"great dvd , arriv quickli , pleas part collect . thank"
13984,excel 's period piec . entir cast excel especi joyou wonder juli christi . film relish .
13985,"pretti funni , funni kid , worth giggl ."
13986,"although gener entertain stori , main charact 's predict socialist inclin made less likeabl ."
13987,love show . get raini day . never kept . bought season came .
13988,worth time ! sad stori aftermath nuclear attack ultim death commun famili . young kevin costner small bit roll movi .
13989,"love watch biograph movi . one disappoint . jessica lang good role patsi cline , well , ed harri . 've alway like ed harri ."
13990,year still all-tim favorit . 've gotten meet cast twice . time say highlight life .
13991,great fun watch drawback enjoy movi realiz charact get kick expens everyon els
13992,think know number hous number . littlel front inform begin would help . case typic hichcock movi
13993,excel suspens movi . principl actor great bought dvd extyra avail dvd
13994,enjoy movi . seem bit cheezi first got go like .
13995,realli celebr christma without watch movi . holiday classic . watch movi tradit famili .
13996,review specif alleg 3d version . gave lowest possibl rate essenti fraud : essenti 3d effect .
13997,"cute stori , love alfr hitchcock movi find one scream ............. laughter ; )"
13998,movi noth close actual event happen sobibor .... hollywood hype poor act ....
13999,movi help feel better love everi time watch . make believ true love exist still work hard keep .
14000,good movi . bought replac worn vh copi . definit recommend . funni movi .
14001,funni movi good laugh ! old time favorit steve martin play role well bernadett peter .
14002,"aspir actor find film one . either ca n't act , someon hollywood n't like . movi terribl ."
14003,chemistri hugh juliann . bad haircut . tom arnold cast idiot .
14004,"one bizarr , disjoint , craze , psychadel movi 've ever seen . individu johnni depp 's charact base one disturb human . movi made absolut sens whatsoev ."
14005,love creatur black lagoon seri featur hope willb remad today 's new technolog .
14006,love movi hate `` gd 's '' sprinkl . leav stuff pleas .
14007,"love , great price came quickli . alway got want need ... thank"
14008,good rememb watch teenag . would put movi middl gari 's western . favorit vera cruz burt lancast .
14009,"saw movi kid , kung fu movi style time much anymor . 's nice addit dvd collect ."
14010,"worst `` christma carol . '' everi one , one terribl . georg c scott aw ! !"
14011,like song danc dvd . geess like movie.to much song less danc .
14012,"although 's year sinc first view movi , still find enjoy full mean ."
14013,aw movi . complet ignor land juno beach fact canadian 3rd infantri divis ( land ) got inland british sword gold american utah omaha .
14014,qualiti excel . star handsom beauti . locat impress . direct magic . titil . download easi . 'm happi custom .
14015,"nice weird movi jane fonda play , definit made drug hippi time , lol"
14016,entertain movi could 've benefit larger budget . like mean girl meet spi kid . samuel l. jackson provid comic relief .
14017,"film disappoint , low budget predict plot copi natur born killer . watch fifteen minut quit ."
14018,"funni . act stilt , humor forc storylin vagu disori . good use sleep aid ."
14019,"dunno . love carn , love collabor cinema carne-prevert , one thrill ."
14020,sad movi wonder one watch enjoy
